subject,body,category
Mensaje de seguridad - seguimiento interno,"Perdón la hora, Necesito saber si debo esperar o hacer una corrección manual. El documento tiene un error que debe corregirse antes de radicarlo hoy. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. Aparece una factura inesperada con botón de pago y remitente no reconocido. Fecha relacionada: 6 de septiembre. Contacto: Nicolás. Gracias. Ref. 2859.",spam
Vence esta tarde,"Buenos días, El jefe pidió consolidar el informe antes de enviarlo a gerencia. También aparece 'certificado pendiente' en el asunto original y eso puede confundir el caso.. La aprobación vence hoy a las cinco y sin eso se detiene todo el proceso. Necesito saber si debo esperar o hacer una corrección manual. Fecha relacionada: 7 de marzo. Contacto: Valentina. Quedo atento. Ref. 1438.",urgente
Información incompleta - radicación pendiente,"Perdón la hora. El archivo se llama informe final, pero corresponde a resultados clínicos. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Quedo pendiente de respuesta. Ref. 0453.",salud
Información para revisar,"Hola, Parece urgente porque hay cierre hoy, pero es el seguimiento normal de una entrega laboral con proveedor.. También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. Me llegó una notificación automática, pero no explica el motivo del cambio. Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. Fecha relacionada: 7 de junio. Contacto: Valentina. Me confirmas por favor. Ref. 1022.",trabajo
Proceso en revisión - correo automático,"Buen día, revisa esto porfa: piden responder con datos personales para activar una supuesta devolución / el presupuesto fue aprobado parcialmente y toca ajustar la propuesta comercial / aparece la palabra salud por el plan de bienestar, pero el asunto es laboral / la incapacidad quedó cargada con una fecha diferente a la que indicó el médico. Fecha mencionada: 11 de junio. Por favor confirmar recibido. Ref. 0732.",trabajo
Cambio de horario,"Buenas tardes, También aparece 'caso en revisión' en el asunto original y eso puede confundir el caso.. La persona encargada no contesta y el proceso quedó detenido. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Parece urgente por el tono, aunque es una coordinación cotidiana. Fecha relacionada: 22 de junio. Contacto: Santiago. Por favor confirmar recibido. Ref. 3004.",otros
Proceso en revisión,"Cordial saludo, La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. Me llegó una notificación automática, pero no explica el motivo del cambio. Parece urgente por el tono, aunque es una coordinación cotidiana. La invitación al evento cambió de lugar y aún no confirman el aforo. Fecha relacionada: 26 de abril. Contacto: Santiago. Quedo atento. Ref. 3395.",otros
Premio pendiente,"Hola, Nombra un supuesto contrato de trabajo para pedir datos personales. La persona encargada no contesta y el proceso quedó detenido. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. La consulta fue reagendada y no sé si el copago anterior todavía aplica. Fecha relacionada: 9 de agosto. Contacto: Nicolás. Por favor confirmar recibido. Ref. 2889.",spam
Revisión académica,"Buen día, me preocupa porque el examen fue reprogramado y varios estudiantes no recibieron la notificación. Además, la empresa de mensajería pidió actualizar la dirección para completar la entrega. No quiero dejarlo mal clasificado: mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. Me confirmas por favor. Ref. 2133.",educacion
Solicitud de soporte,"Saludos, El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso.. Se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. Fecha relacionada: 10 de septiembre. Contacto: Andrés. Muchas gracias. Ref. 0699.",trabajo
Actualización de estado - caso en revisión #70,"Buenas tardes, me preocupa porque el remitente pide responder por este mismo hilo para evitar cruces de información. Además, usa palabras de salud y educación para parecer confiable, pero el enlace no corresponde. No quiero dejarlo mal clasificado: el aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Muchas gracias. Ref. 2354.",spam
Validación de datos #38,"Saludos. Se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. El remitente pide responder por este mismo hilo para evitar cruces de información. Quedo atento. Ref. 0589.",trabajo
Confirmación requerida,"Hola, equipo, Se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Fecha relacionada: 21 de octubre. Contacto: Valentina. Quedo pendiente de respuesta. Ref. 0806.",trabajo
Atención prioritaria #28,"Buenas tardes, La plataforma cerrará el formulario esta noche y no permite prórroga. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. La matrícula quedó pendiente porque falta cargar el certificado académico. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Fecha relacionada: 22 de mayo. Contacto: Camila. Muchas gracias. Ref. 1610.",urgente
Solicitud de revisión,"Cordial saludo, revisa esto porfa: el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir / La referencia interna quedó como SOL-590 y fue enviada desde Mosquera. / la matrícula quedó pendiente porque falta cargar el certificado académico / el especialista cambió la cita y el resultado del laboratorio quedó sin revisión. Fecha mencionada: 24 de octubre. Quedo atento. Ref. 0025.",salud
Validar soporte adjunto,"Hola, equipo, revisa esto porfa: la persona encargada está esperando confirmación ahora para no perder el cupo / me llegó una notificación automática, pero no explica el motivo del cambio / la minuta quedó con compromisos asignados a personas que no estuvieron en la llamada / puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Fecha mencionada: 21 de agosto. Muchas gracias. Ref. 1487.",urgente
Revisión pendiente del proceso,"Buenas tardes, El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. Necesito saber si debo esperar o hacer una corrección manual. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. Fecha relacionada: 12 de agosto. Contacto: Andrés. Quedo pendiente de respuesta. Ref. 3242.",otros
Validar soporte adjunto,"Buenos días. Hay dos versiones del documento y nadie confirma cuál es la válida. El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Me confirmas por favor. Ref. 2429.",spam
Novedad del edificio,"Buenas tardes, revisa esto porfa: parece urgente por el tono, aunque es una coordinación cotidiana / También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso. / un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras / la información parece mezclada con otro caso y puede generar confusión. Fecha mencionada: 10 de julio. Me confirmas por favor. Ref. 2961.",otros
Cambio en la fecha,"Hola, equipo, revisa esto porfa: la aseguradora pidió repetir el examen antes de aprobar el procedimiento / el archivo adjunto no abre desde el celular y desde el computador aparece incompleto / también aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico / el pago debe quedar antes del cierre bancario o se cancela la reserva. Fecha mencionada: 6 de mayo. Avísame apenas puedas. Ref. 0582.",salud
Soporte de incapacidad,"Buenas tardes. Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. El jefe pidió consolidar el informe antes de enviarlo a gerencia. Gracias. Ref. 0499.",salud
Autorización en revisión,"Hola, La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. La alerta dice que vence hoy, pero la razón principal es que el laboratorio no corrigió el dato de la orden.. La persona encargada no contesta y el proceso quedó detenido. Fecha relacionada: 19 de marzo. Contacto: Laura. Gracias. Ref. 0091.",salud
Revisión del formulario,"Saludos, Parece un correo de trabajo porque menciona proyecto e informe, pero es una entrega de clase con rúbrica del docente.. El remitente pide responder por este mismo hilo para evitar cruces de información. El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. Fecha relacionada: 7 de junio. Contacto: Diego. Muchas gracias. Ref. 2247.",educacion
Ajuste de agenda,"Perdón la hora, El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. Fecha relacionada: 8 de septiembre. Contacto: Andrés. Quedo atento. Ref. 0972.",trabajo
Revisión del formulario,"Hola, El mensaje suena urgente, pero la categoría correcta es seguimiento educativo. También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como sol-412 y fue enviada desde mosquera.. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. Fecha relacionada: 16 de abril. Contacto: Santiago. Avísame apenas puedas. Ref. 2063.",educacion
Consulta sobre el proceso - estado del proceso,"Saludos, El pago debe quedar antes del cierre bancario o se cancela la reserva. El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. Fecha relacionada: 17 de diciembre. Contacto: Diego. Muchas gracias. Ref. 0574.",salud
Confirmación antes del cierre,"Hola, La referencia interna quedó como msg-358 y fue enviada desde medellín.. Necesito saber si debo esperar o hacer una corrección manual. Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. La coordinación pidió revisar las notas antes del cierre del periodo. Fecha relacionada: 19 de febrero. Contacto: Laura. Muchas gracias. Ref. 2159.",educacion
Entrega en plataforma,"Saludos, revisa esto porfa: el docente dejó observaciones en la tarea, pero el archivo adjunto no abre / ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida / hay palabras como informe y proyecto, pero se refiere a una actividad de clase / el remitente pide responder por este mismo hilo para evitar cruces de información. Fecha mencionada: 12 de febrero. Gracias. Ref. 2211.",educacion
Información para revisar,"Buenas tardes, Solicitan descargar un archivo para recibir un descuento que nunca pedí. La consulta fue reagendada y no sé si el copago anterior todavía aplica. El arrendador pidió revisar el inventario antes de firmar la entrega. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 20 de enero. Contacto: Andrés. Quedo pendiente de respuesta. Ref. 2353.",spam
Información incompleta,"Buenos días, revisa esto porfa: la factura de servicios llegó con una lectura que no coincide con el consumo habitual / hay dos versiones del documento y nadie confirma cuál es la válida / la persona encargada está esperando confirmación ahora para no perder el cupo / parece urgente por el tono, aunque es una coordinación cotidiana. Fecha mencionada: 26 de agosto. Quedo atento. Ref. 3192.",otros
Soporte de pago,"Buen día, También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. La consulta fue reagendada y no sé si el copago anterior todavía aplica. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. La información parece mezclada con otro caso y puede generar confusión. Fecha relacionada: 23 de septiembre. Contacto: Camila. Muchas gracias. Ref. 0369.",salud
Nuevo mensaje,"Perdón la hora. El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. Gracias. Ref. 2017.",educacion
Pendiente por sistema,"Buenas tardes, El texto mezcla logos de banco con errores de escritura y una urgencia exagerada. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. La factura de servicios llegó con una lectura que no coincide con el consumo habitual. Fecha relacionada: 4 de marzo. Contacto: Paula. Muchas gracias. Ref. 2313.",educacion
Cambio en la programación,"Buenas tardes, me preocupa porque además mencionaron una reunión y un formulario, pero eso no resuelve la cita. Además, la remisión aparece vencida en el portal aunque fue emitida esta semana. No quiero dejarlo mal clasificado: También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. Me confirmas por favor. Ref. 0084.",salud
Revisión pendiente del proceso,"Buenas tardes, También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. El grupo de estudio necesita confirmar el enlace de la clase virtual. El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Fecha relacionada: 15 de octubre. Contacto: Carlos. Avísame apenas puedas. Ref. 2207.",educacion
Código de acceso,"Buenos días, El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. Incluye una firma parecida a soporte oficial, pero solicita información sensible. Fecha relacionada: 13 de octubre. Contacto: Mariana. Muchas gracias. Ref. 2839.",spam
Solicitud con prioridad,Saludos. La referencia interna quedó como rev-592 y fue enviada desde facatativá.. Nombra un supuesto contrato de trabajo para pedir datos personales. Muchas gracias. Ref. 2601.,spam
Acceso al sistema,"Buen día, El coordinador solicitó validar indicadores antes del comité de seguimiento. La familia propuso mover la reunión del domingo por el clima y el transporte. También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. En el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa. Fecha relacionada: 1 de enero. Contacto: Mariana. Gracias. Ref. 0856.",trabajo
Proceso en revisión - respuesta del área,"Buenas tardes, Me llegó una notificación automática, pero no explica el motivo del cambio. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. Parece una alerta urgente, aunque la presión es parte del engaño. Fecha relacionada: 26 de abril. Contacto: Santiago. Quedo pendiente de respuesta. Ref. 2518.",spam
Nuevo mensaje,"Hola, La referencia interna quedó como sol-276 y fue enviada desde mosquera.. El mensaje suena urgente, pero la categoría correcta es seguimiento educativo. Solicitan descargar un archivo para recibir un descuento que nunca pedí. El coordinador solicitó validar indicadores antes del comité de seguimiento. Fecha relacionada: 12 de octubre. Contacto: Diego. Avísame apenas puedas. Ref. 2275.",educacion
Seguimiento pendiente,"Buen día, El correo usa palabras de urgencia y seguridad para presionar, pero el dominio del remitente no coincide con la entidad.. La referencia interna quedó como msg-657 y fue enviada desde cali.. Me llegó una notificación automática, pero no explica el motivo del cambio. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. Fecha relacionada: 1 de diciembre. Contacto: Paula. Quedo atento. Ref. 2581.",spam
Solicitud de soporte - seguimiento interno,"Hola, También aparece 'observación del encargado' en el asunto original y eso puede confundir el caso.. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Suena como una notificación de paquete, pero si no se responde se pierde el proceso. El documento tiene un error que debe corregirse antes de radicarlo hoy. Fecha relacionada: 27 de marzo. Contacto: Santiago. Quedo pendiente de respuesta. Ref. 1689.",urgente
Trámite personal,"Perdón la hora, me preocupa porque el archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Además, incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico. No quiero dejarlo mal clasificado: la familia propuso mover la reunión del domingo por el clima y el transporte. Quedo pendiente de respuesta. Ref. 3459.",otros
Tema por validar,"Buen día, Hay dos versiones del documento y nadie confirma cuál es la válida. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. La factura de servicios llegó con una lectura que no coincide con el consumo habitual. La consulta fue reagendada y no sé si el copago anterior todavía aplica. Fecha relacionada: 5 de abril. Contacto: Andrés. Quedo pendiente de respuesta. Ref. 0165.",salud
Registro pendiente - archivo adjunto,"Buen día, me preocupa porque puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Además, un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. No quiero dejarlo mal clasificado: La referencia interna quedó como REG-708 y fue enviada desde Cali.. Muchas gracias. Ref. 1206.",urgente
Soporte de pago,"Buenos días, También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como msg-465 y fue enviada desde cali.. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Incluye una firma parecida a soporte oficial, pero solicita información sensible. Fecha relacionada: 26 de marzo. Contacto: Nicolás. Me confirmas por favor. Ref. 2677.",spam
Documento con observaciones - soporte de pago,"Hola, equipo, La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. El archivo se llama informe final, pero corresponde a resultados clínicos. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 2 de octubre. Contacto: Santiago. Agradezco la ayuda. Ref. 0309.",salud
Revisión pendiente del proceso,"Cordial saludo, La persona encargada está esperando confirmación ahora para no perder el cupo. El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 6 de octubre. Contacto: Camila. Muchas gracias. Ref. 0538.",salud
Cambio de horario,"Buenos días, El asunto habla de validación, pero solo corresponde a una gestión personal. El documento tiene un error que debe corregirse antes de radicarlo hoy. La persona encargada no contesta y el proceso quedó detenido. El trámite personal quedó radicado, pero falta un soporte de identidad. Fecha relacionada: 20 de diciembre. Contacto: Mariana. Avísame apenas puedas. Ref. 3356.",otros
Pendiente por sistema,"Buen día. Me llegó una notificación automática, pero no explica el motivo del cambio. La fórmula del medicamento quedó incompleta y la farmacia no la puede entregar. Avísame apenas puedas. Ref. 0093.",salud
Ajuste de agenda - estado del proceso,"Cordial saludo, El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. Aunque el correo usa lenguaje de seguimiento, el plazo final es esta tarde y requiere acción inmediata.. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Fecha relacionada: 12 de abril. Contacto: Laura. Quedo pendiente de respuesta. Ref. 1539.",urgente
Validar soporte adjunto - soporte de pago,"Buen día, La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. La referencia interna quedó como rev-690 y fue enviada desde facatativá.. El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. Fecha relacionada: 16 de julio. Contacto: Diego. Agradezco la ayuda. Ref. 0170.",salud
Ajuste de agenda,"Buen día, Usa palabras de salud y educación para parecer confiable, pero el enlace no corresponde. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. El remitente pide responder por este mismo hilo para evitar cruces de información. Fecha relacionada: 4 de mayo. Contacto: Paula. Quedo atento. Ref. 2491.",spam
Documento con observaciones - caso en revisión,"Hola, equipo. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. Quedo pendiente de respuesta. Ref. 3054.",otros
Actualización de estado - cambio de horario,Buenas tardes. La persona encargada está esperando confirmación ahora para no perder el cupo. La matrícula quedó pendiente porque falta cargar el certificado académico. Quedo pendiente de respuesta. Ref. 1255.,urgente
Documento con observaciones,"Cordial saludo, Aunque hay palabras como pago, cita y confirmación, se trata de coordinar una entrega personal y un cambio de horario familiar.. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Parece urgente por el tono, aunque es una coordinación cotidiana. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. Fecha relacionada: 12 de enero. Contacto: Andrés. Avísame apenas puedas. Ref. 2984.",otros
Respuesta pendiente,"Hola, El asunto habla de validación, pero solo corresponde a una gestión personal. La referencia interna quedó como sol-855 y fue enviada desde cota.. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 27 de octubre. Contacto: Santiago. Por favor confirmar recibido. Ref. 2934.",otros
Soporte de pago,"Cordial saludo, Hay dos versiones del documento y nadie confirma cuál es la válida. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. La plataforma pide validación como si fuera un trámite académico. El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. Fecha relacionada: 5 de diciembre. Contacto: Paula. Por favor confirmar recibido. Ref. 0234.",salud
Revisión de información - certificado pendiente #48,"Hola, equipo, Aunque hay palabras como pago, cita y confirmación, se trata de coordinar una entrega personal y un cambio de horario familiar.. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Se parece a una notificación comercial, aunque viene de un contacto conocido. El documento tiene un error que debe corregirse antes de radicarlo hoy. Fecha relacionada: 17 de julio. Contacto: Santiago. Agradezco la ayuda. Ref. 3243.",otros
Revisión de información - actualización de cuenta,"Buen día, revisa esto porfa: el remitente pide responder por este mismo hilo para evitar cruces de información / También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso. / la remisión aparece vencida en el portal aunque fue emitida esta semana / el profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. Fecha mencionada: 24 de junio. Avísame apenas puedas. Ref. 1963.",educacion
Atención prioritaria - caso en revisión,"Perdón la hora, me preocupa porque el proveedor respondió con otra versión del contrato y debemos revisar las diferencias. Además, no es publicidad: hay una consecuencia directa si no se actúa ahora. No quiero dejarlo mal clasificado: el colegio envió una circular, pero no queda claro si aplica para todos los cursos. Quedo atento. Ref. 1619.",urgente
Ajuste de agenda,"Buenos días, Parece factura o paquete real, pero pide una tarifa rara y datos personales para liberar el supuesto beneficio.. Aparece una factura inesperada con botón de pago y remitente no reconocido. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. La referencia interna quedó como rev-300 y fue enviada desde facatativá.. Fecha relacionada: 10 de octubre. Contacto: Diego. Gracias. Ref. 2654.",spam
Invitación familiar,"Buenos días. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Me confirmas por favor. Ref. 3354.",otros
Pendiente por sistema - validación de datos,"Perdón la hora, El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Suena como una notificación de paquete, pero si no se responde se pierde el proceso. También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. Hay una alerta de acceso no reconocido y necesitamos bloquear la cuenta de inmediato. Fecha relacionada: 1 de enero. Contacto: Julián. Agradezco la ayuda. Ref. 1318.",urgente
Validación de datos,"Buenas tardes, La referencia interna quedó como rev-849 y fue enviada desde facatativá.. Parece una alerta urgente, aunque la presión es parte del engaño. Piden responder con datos personales para activar una supuesta devolución. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. Fecha relacionada: 2 de julio. Contacto: Mariana. Quedo pendiente de respuesta. Ref. 2844.",spam
Certificado en trámite - seguimiento interno #22,"Saludos, La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. La información parece mezclada con otro caso y puede generar confusión. Incluye una autorización familiar, no una cita médica. El mensaje suena médico por la excusa de inasistencia, pero la gestión es académica con coordinación.. Fecha relacionada: 11 de enero. Contacto: Santiago. Agradezco la ayuda. Ref. 2254.",educacion
Clase reprogramada #53,"Perdón la hora, me preocupa porque También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso.. Además, la minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. No quiero dejarlo mal clasificado: la matrícula quedó pendiente porque falta cargar el certificado académico. Por favor confirmar recibido. Ref. 1766.",educacion
Pendiente de autorización - enlace de acceso,"Saludos, La persona encargada no contesta y el proceso quedó detenido. Si no se autoriza el cambio esta tarde, el caso queda suspendido. Parece una solicitud de trabajo normal, aunque la acción no puede esperar. El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. Fecha relacionada: 14 de junio. Contacto: Valentina. Gracias. Ref. 1357.",urgente
Paquete por recoger,"Saludos, La invitación al evento cambió de lugar y aún no confirman el aforo. La coordinación pidió revisar las notas antes del cierre del periodo. Incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Fecha relacionada: 27 de octubre. Contacto: Mariana. Agradezco la ayuda. Ref. 3256.",otros
Solicitud de revisión #97,"Buen día, revisa esto porfa: También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso. / hay dos versiones del documento y nadie confirma cuál es la válida / La referencia interna quedó como REG-174 y fue enviada desde Chía. / menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. Fecha mencionada: 2 de enero. Avísame apenas puedas. Ref. 3265.",otros
Revisión de información,"Perdón la hora, Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. Necesito saber si debo esperar o hacer una corrección manual. La referencia interna quedó como rev-937 y fue enviada desde mosquera.. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. Fecha relacionada: 12 de julio. Contacto: Diego. Gracias. Ref. 1802.",educacion
Beneficio disponible,"Hola, equipo, revisa esto porfa: el cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo / hay dos versiones del documento y nadie confirma cuál es la válida / La referencia interna quedó como SOL-295 y fue enviada desde Chía. / el aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Fecha mencionada: 8 de junio. Quedo pendiente de respuesta. Ref. 2474.",spam
Actualización de registro,"Saludos, El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. El pago debe quedar antes del cierre bancario o se cancela la reserva. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Fecha relacionada: 16 de diciembre. Contacto: Paula. Muchas gracias. Ref. 0345.",salud
Validación de afiliación - revisión del documento,"Perdón la hora, El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. La referencia interna quedó como caso-216 y fue enviada desde facatativá.. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 17 de enero. Contacto: Carlos. Quedo atento. Ref. 0402.",salud
Soporte de incapacidad - respuesta del área,"Hola, La referencia interna quedó como rev-836 y fue enviada desde soacha.. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. La coordinación pidió revisar las notas antes del cierre del periodo. El remitente pide responder por este mismo hilo para evitar cruces de información. Fecha relacionada: 20 de julio. Contacto: Laura. Muchas gracias. Ref. 0556.",salud
Solicitud con prioridad,Cordial saludo. El grupo de estudio necesita confirmar el enlace de la clase virtual. La referencia interna quedó como msg-252 y fue enviada desde cota.. Me confirmas por favor. Ref. 1219.,urgente
Notificación recibida,Buenas tardes. La entrega se vence en unas horas y falta una firma obligatoria. El proveedor respondió con otra versión del contrato y debemos revisar las diferencias. Avísame apenas puedas. Ref. 0762.,trabajo
Trámite personal,"Buen día, El asunto habla de validación, pero solo corresponde a una gestión personal. Necesito saber si debo esperar o hacer una corrección manual. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 4 de marzo. Contacto: Santiago. Agradezco la ayuda. Ref. 3268.",otros
Aviso del conjunto - seguimiento interno,"Buen día, me preocupa porque el trámite personal quedó radicado, pero falta un soporte de identidad. Además, la fecha que aparece en el mensaje no coincide con la que habían confirmado antes. No quiero dejarlo mal clasificado: hay una alerta de acceso no reconocido y necesitamos bloquear la cuenta de inmediato. Muchas gracias. Ref. 3331.",otros
Actualización de estado,"Hola, equipo, La factura de servicios llegó con una lectura que no coincide con el consumo habitual. Solicitan descargar un archivo para recibir un descuento que nunca pedí. Se disfraza de factura normal, pero el remitente no coincide. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 26 de enero. Contacto: Valentina. Avísame apenas puedas. Ref. 2576.",spam
Registro pendiente,"Buen día, Se disfraza de factura normal, pero el remitente no coincide. La plataforma cerrará el formulario esta noche y no permite prórroga. El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 22 de noviembre. Contacto: Camila. Por favor confirmar recibido. Ref. 2398.",spam
Información para revisar - correo automático,"Hola, También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. La invitación al evento cambió de lugar y aún no confirman el aforo. La aseguradora pidió repetir el examen antes de aprobar el procedimiento. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. Fecha relacionada: 2 de enero. Contacto: Camila. Por favor confirmar recibido. Ref. 3414.",otros
